type,#,cpu_usage,request_time,db_time,memory_usage,total_time
GET,693,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,694,0.0,0.00599980354309082,0.002000093460083008,32272384,0.002000093460083008
GET,695,0.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
GET,696,0.0,0.005000114440917969,0.0019998550415039062,32272384,0.0019998550415039062
GET,697,0.0,0.004999876022338867,0.0010001659393310547,32272384,0.0010001659393310547
GET,698,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,699,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,700,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,701,0.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
GET,702,0.0,0.004999876022338867,0.002000093460083008,32272384,0.002000093460083008
GET,703,0.0,0.006000041961669922,0.0009999275207519531,32272384,0.0009999275207519531
GET,704,133.3,0.004999876022338867,0.0019998550415039062,32272384,0.0019998550415039062
GET,705,0.0,0.006000041961669922,0.0010001659393310547,32272384,0.0010001659393310547
GET,706,0.0,0.006000041961669922,0.0009999275207519531,32272384,0.0009999275207519531
GET,707,160.0,0.005000114440917969,0.0009999275207519531,32272384,0.0009999275207519531
GET,708,0.0,0.00599980354309082,0.002000093460083008,32272384,0.002000093460083008
GET,709,0.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
GET,710,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,711,0.0,0.006000041961669922,0.0009999275207519531,32272384,0.0009999275207519531
GET,712,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,713,0.0,0.006999969482421875,0.0019998550415039062,32272384,0.0019998550415039062
GET,714,0.0,0.004999876022338867,0.002000093460083008,32272384,0.002000093460083008
GET,715,133.3,0.006000041961669922,0.0010001659393310547,32272384,0.0010001659393310547
GET,716,0.0,0.006999969482421875,0.003000020980834961,32272384,0.003000020980834961
GET,717,0.0,0.006999969482421875,0.002000093460083008,32272384,0.002000093460083008
GET,718,0.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
GET,719,0.0,0.005000114440917969,0.0019998550415039062,32272384,0.0019998550415039062
GET,720,100.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
GET,721,0.0,0.00599980354309082,0.002000093460083008,32272384,0.002000093460083008
GET,722,0.0,0.005000114440917969,0.002000093460083008,32272384,0.002000093460083008
GET,723,0.0,0.006000041961669922,0.0009999275207519531,32272384,0.0009999275207519531
GET,724,0.0,0.004999876022338867,0.002000093460083008,32272384,0.002000093460083008
GET,725,0.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
GET,726,0.0,0.005000114440917969,0.0019998550415039062,32272384,0.0019998550415039062
GET,727,0.0,0.00599980354309082,0.002000093460083008,32272384,0.002000093460083008
GET,728,0.0,0.006000041961669922,0.0010001659393310547,32272384,0.0010001659393310547
GET,729,0.0,0.005000114440917969,0.002000093460083008,32272384,0.002000093460083008
GET,730,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,731,0.0,0.00599980354309082,0.002000093460083008,32272384,0.002000093460083008
GET,732,0.0,0.005000114440917969,0.0009999275207519531,32272384,0.0009999275207519531
GET,733,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,734,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,735,0.0,0.00599980354309082,0.0009999275207519531,32272384,0.0009999275207519531
GET,736,0.0,0.005000114440917969,0.002000093460083008,32272384,0.002000093460083008
GET,737,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,738,0.0,0.004999876022338867,0.0010001659393310547,32272384,0.002000093460083008
GET,739,0.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
GET,740,0.0,0.006999969482421875,0.002000093460083008,32272384,0.002000093460083008
GET,741,0.0,0.006999969482421875,0.002000093460083008,32272384,0.002000093460083008
GET,742,0.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
GET,743,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,744,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,745,0.0,0.006000041961669922,0.003000020980834961,32272384,0.003000020980834961
GET,746,0.0,0.006999969482421875,0.0019998550415039062,32272384,0.0019998550415039062
GET,747,0.0,0.006000041961669922,0.0009999275207519531,32272384,0.0009999275207519531
GET,748,0.0,0.00599980354309082,0.002000093460083008,32272384,0.002000093460083008
GET,749,228.6,0.0070002079010009766,0.003000020980834961,32272384,0.003000020980834961
GET,750,0.0,0.006999969482421875,0.003000020980834961,32272384,0.003000020980834961
GET,751,0.0,0.006000041961669922,0.0009999275207519531,32272384,0.0009999275207519531
GET,752,0.0,0.00599980354309082,0.002000093460083008,32272384,0.002000093460083008
GET,753,0.0,0.0070002079010009766,0.002000093460083008,32272384,0.002000093460083008
GET,754,0.0,0.006999969482421875,0.002000093460083008,32272384,0.002000093460083008
GET,755,0.0,0.00599980354309082,0.002000093460083008,32272384,0.002000093460083008
GET,756,0.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
GET,757,0.0,0.006999969482421875,0.002000093460083008,32272384,0.002000093460083008
GET,758,0.0,0.006000041961669922,0.0010001659393310547,32272384,0.0010001659393310547
GET,759,160.0,0.005000114440917969,0.0019998550415039062,32272384,0.0019998550415039062
GET,760,0.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
GET,761,0.0,0.00599980354309082,0.002000093460083008,32272384,0.002000093460083008
GET,762,0.0,0.005000114440917969,0.0009999275207519531,32272384,0.0009999275207519531
GET,763,0.0,0.004999876022338867,0.0019998550415039062,32272384,0.0019998550415039062
GET,764,0.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
GET,765,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,766,0.0,0.006000041961669922,0.0019998550415039062,32272384,0.0019998550415039062
GET,767,0.0,0.006000041961669922,0.0009999275207519531,32272384,0.0009999275207519531
GET,768,0.0,0.004999876022338867,0.002000093460083008,32272384,0.002000093460083008
GET,769,0.0,0.006000041961669922,0.002000093460083008,32272384,0.002000093460083008
