type,#,cpu_usage,request_time,db_time,memory_usage,total_time
POST,1,133.3,0.05000019073486328,0.0009999275207519531,30216192,0.002000093460083008
POST,2,0.0,0.018999814987182617,0.002000093460083008,30220288,0.002000093460083008
POST,3,0.0,0.02200007438659668,0.002000093460083008,30220288,0.002000093460083008
POST,4,0.0,0.0280001163482666,0.002000093460083008,30220288,0.002000093460083008
POST,5,0.0,0.03600001335144043,0.0010001659393310547,30220288,0.0010001659393310547
POST,6,0.0,0.04499983787536621,0.0019998550415039062,30220288,0.0019998550415039062
POST,7,0.0,0.026000022888183594,0.0009999275207519531,30220288,0.0019998550415039062
POST,8,0.0,0.026000022888183594,0.0009999275207519531,30220288,0.0009999275207519531
POST,9,0.0,0.04200005531311035,0.0009999275207519531,30220288,0.002000093460083008
POST,10,0.0,0.020999908447265625,0.0009999275207519531,30220288,0.0009999275207519531
POST,11,0.0,0.02200007438659668,0.0009999275207519531,30220288,0.0019998550415039062
POST,12,0.0,0.02200007438659668,0.0019998550415039062,30220288,0.0019998550415039062
POST,13,0.0,0.023000001907348633,0.0010001659393310547,30220288,0.0010001659393310547
POST,14,0.0,0.021999835968017578,0.002000093460083008,30220288,0.002000093460083008
POST,15,0.0,0.026999950408935547,0.002000093460083008,30220288,0.002000093460083008
POST,16,0.0,0.021000146865844727,0.0009999275207519531,30220288,0.0009999275207519531
POST,17,0.0,0.04200005531311035,0.0009999275207519531,30220288,0.002000093460083008
POST,18,0.0,0.026999950408935547,0.0009999275207519531,30220288,0.002000093460083008
POST,19,100.0,0.029000043869018555,0.0009999275207519531,30220288,0.0009999275207519531
POST,20,0.0,0.021999835968017578,0.0009999275207519531,30220288,0.0009999275207519531
POST,21,0.0,0.018000125885009766,0.0009999275207519531,30220288,0.002000093460083008
POST,22,0.0,0.020999908447265625,0.0019998550415039062,30220288,0.0019998550415039062
POST,23,0.0,0.019999980926513672,0.0009999275207519531,30220288,0.0019998550415039062
