type,#,cpu_usage,request_time,db_time,memory_usage,total_time
GET,1,0.0,0.01399993896484375,0.004000186920166016,28786688,0.004000186920166016
GET,2,0.0,0.006000041961669922,0.0009999275207519531,28786688,0.0009999275207519531
GET,3,0.0,0.007999897003173828,0.003000020980834961,28786688,0.003000020980834961
GET,4,0.0,0.009000062942504883,0.0010001659393310547,28786688,0.0010001659393310547
GET,5,0.0,0.006000041961669922,0.0019998550415039062,28786688,0.0019998550415039062
GET,6,0.0,0.006999969482421875,0.0019998550415039062,28786688,0.0019998550415039062
GET,7,0.0,0.01399993896484375,0.0019998550415039062,28786688,0.0019998550415039062
GET,8,0.0,0.016000032424926758,0.0019998550415039062,28786688,0.0019998550415039062
GET,9,266.7,0.006000041961669922,0.0009999275207519531,28786688,0.0009999275207519531
GET,10,0.0,0.010999917984008789,0.002000093460083008,28786688,0.002000093460083008
GET,11,0.0,0.006999969482421875,0.002000093460083008,28786688,0.002000093460083008
GET,12,0.0,0.009000062942504883,0.0010001659393310547,28790784,0.0010001659393310547
GET,13,0.0,0.006000041961669922,0.0009999275207519531,28790784,0.0009999275207519531
GET,14,0.0,0.010999917984008789,0.002000093460083008,28790784,0.002000093460083008
GET,15,0.0,0.006999969482421875,0.002000093460083008,28790784,0.002000093460083008
GET,16,0.0,0.010000228881835938,0.002000093460083008,28790784,0.002000093460083008
GET,17,0.0,0.00599980354309082,0.002000093460083008,28790784,0.002000093460083008
GET,18,0.0,0.01100015640258789,0.002000093460083008,28790784,0.002000093460083008
GET,19,0.0,0.016000032424926758,0.002000093460083008,28794880,0.002000093460083008
GET,20,0.0,0.00599980354309082,0.0009999275207519531,28794880,0.0009999275207519531
GET,21,0.0,0.01100015640258789,0.002000093460083008,28794880,0.002000093460083008
GET,22,0.0,0.006000041961669922,0.002000093460083008,28794880,0.002000093460083008
GET,23,0.0,0.010999917984008789,0.002000093460083008,28794880,0.002000093460083008
GET,24,0.0,0.006000041961669922,0.0009999275207519531,28794880,0.0009999275207519531
GET,25,400.0,0.009999990463256836,0.002000093460083008,28798976,0.002000093460083008
GET,26,0.0,0.006000041961669922,0.0009999275207519531,28798976,0.0009999275207519531
GET,27,0.0,0.010999917984008789,0.002000093460083008,28798976,0.002000093460083008
GET,28,0.0,0.006000041961669922,0.0019998550415039062,28798976,0.0019998550415039062
GET,29,0.0,0.009999990463256836,0.0019998550415039062,28798976,0.0019998550415039062
GET,30,0.0,0.00800013542175293,0.002000093460083008,28798976,0.002000093460083008
GET,31,0.0,0.008999824523925781,0.002000093460083008,28798976,0.002000093460083008
GET,32,0.0,0.005000114440917969,0.0009999275207519531,28798976,0.0009999275207519531
GET,33,0.0,0.010999917984008789,0.0019998550415039062,28798976,0.0019998550415039062
GET,34,0.0,0.006999969482421875,0.0009999275207519531,28798976,0.0009999275207519531
GET,35,0.0,0.009999990463256836,0.002000093460083008,28798976,0.002000093460083008
GET,36,0.0,0.006000041961669922,0.002000093460083008,28798976,0.002000093460083008
GET,37,0.0,0.009999990463256836,0.0019998550415039062,28798976,0.0019998550415039062
GET,38,228.6,0.006999969482421875,0.003000020980834961,28798976,0.003000020980834961
GET,39,0.0,0.009999990463256836,0.003000020980834961,28803072,0.003000020980834961
GET,40,133.3,0.006999969482421875,0.002000093460083008,28803072,0.002000093460083008
GET,41,0.0,0.009000062942504883,0.002000093460083008,28803072,0.002000093460083008
GET,42,0.0,0.006999969482421875,0.002000093460083008,28803072,0.002000093460083008
GET,43,0.0,0.009999990463256836,0.003000020980834961,28815360,0.003000020980834961
GET,44,0.0,0.006999969482421875,0.002000093460083008,28815360,0.002000093460083008
GET,45,0.0,0.010000228881835938,0.0010001659393310547,28815360,0.0010001659393310547
GET,46,0.0,0.006999969482421875,0.002000093460083008,28815360,0.002000093460083008
GET,47,0.0,0.009999990463256836,0.0019998550415039062,28819456,0.0019998550415039062
GET,48,0.0,0.007999897003173828,0.0019998550415039062,28819456,0.0019998550415039062
GET,49,0.0,0.00800013542175293,0.0009999275207519531,28819456,0.0009999275207519531
GET,50,0.0,0.006999969482421875,0.0019998550415039062,28823552,0.0019998550415039062
GET,51,0.0,0.009999990463256836,0.0019998550415039062,28831744,0.0019998550415039062
GET,52,0.0,0.006999969482421875,0.002000093460083008,28831744,0.002000093460083008
GET,53,0.0,0.009000062942504883,0.0009999275207519531,28831744,0.0009999275207519531
GET,54,0.0,0.00599980354309082,0.0009999275207519531,28831744,0.0009999275207519531
GET,55,0.0,0.01100015640258789,0.002000093460083008,28844032,0.002000093460083008
GET,56,0.0,0.006999969482421875,0.0009999275207519531,28844032,0.0009999275207519531
GET,57,200.0,0.009999990463256836,0.0019998550415039062,28844032,0.0019998550415039062
GET,58,0.0,0.006000041961669922,0.0019998550415039062,28852224,0.0019998550415039062
GET,59,0.0,0.010999917984008789,0.0019998550415039062,28856320,0.0019998550415039062
GET,60,0.0,0.006999969482421875,0.0009999275207519531,28856320,0.0009999275207519531
GET,61,0.0,0.009000062942504883,0.0009999275207519531,28856320,0.0009999275207519531
GET,62,0.0,0.006000041961669922,0.0009999275207519531,28856320,0.0009999275207519531
GET,63,0.0,0.010999917984008789,0.0019998550415039062,28856320,0.0019998550415039062
GET,64,0.0,0.006999969482421875,0.0009999275207519531,28856320,0.0009999275207519531
GET,65,0.0,0.009999990463256836,0.0010001659393310547,28856320,0.0010001659393310547
GET,66,266.7,0.006000041961669922,0.002000093460083008,28856320,0.002000093460083008
GET,67,0.0,0.009999990463256836,0.002000093460083008,28856320,0.002000093460083008
GET,68,0.0,0.006999969482421875,0.0019998550415039062,28856320,0.0019998550415039062
GET,69,0.0,0.01100015640258789,0.0010001659393310547,28856320,0.0010001659393310547
GET,70,0.0,0.00599980354309082,0.002000093460083008,28856320,0.002000093460083008
GET,71,0.0,0.009999990463256836,0.002000093460083008,28856320,0.002000093460083008
GET,72,0.0,0.006000041961669922,0.002000093460083008,28856320,0.002000093460083008
GET,73,0.0,0.01100015640258789,0.002000093460083008,28856320,0.002000093460083008
GET,74,0.0,0.00599980354309082,0.002000093460083008,28856320,0.002000093460083008
GET,75,0.0,0.010000228881835938,0.002000093460083008,28856320,0.002000093460083008
GET,76,0.0,0.00599980354309082,0.002000093460083008,28856320,0.002000093460083008
GET,77,0.0,0.01100015640258789,0.0010001659393310547,28856320,0.0010001659393310547
GET,78,0.0,0.006999969482421875,0.002000093460083008,28856320,0.002000093460083008
GET,79,0.0,0.009999990463256836,0.002000093460083008,28856320,0.002000093460083008
GET,80,0.0,0.006000041961669922,0.0019998550415039062,28856320,0.0019998550415039062
GET,81,0.0,0.009999990463256836,0.0009999275207519531,28856320,0.0009999275207519531
GET,82,0.0,0.006000041961669922,0.002000093460083008,28856320,0.002000093460083008
GET,83,0.0,0.010999917984008789,0.0019998550415039062,28856320,0.0019998550415039062
GET,84,0.0,0.006000041961669922,0.0019998550415039062,28856320,0.0019998550415039062
GET,85,0.0,0.010999917984008789,0.0009999275207519531,28856320,0.0009999275207519531
GET,86,0.0,0.006000041961669922,0.0019998550415039062,28856320,0.0019998550415039062
GET,87,0.0,0.009999990463256836,0.0019998550415039062,28856320,0.0019998550415039062
GET,88,0.0,0.006000041961669922,0.0019998550415039062,28856320,0.0019998550415039062
GET,89,0.0,0.010999917984008789,0.0009999275207519531,28856320,0.0009999275207519531
GET,90,0.0,0.006000041961669922,0.0019998550415039062,28856320,0.0019998550415039062
GET,91,0.0,0.010999917984008789,0.0019998550415039062,28856320,0.0019998550415039062
GET,92,0.0,0.006000041961669922,0.002000093460083008,28856320,0.002000093460083008
GET,93,0.0,0.009999990463256836,0.0009999275207519531,28856320,0.0009999275207519531
